rubro,motivo,vulnerabilidad,mes_año_tratamiento,edad,genero,provincia_consumidor,provincia_id
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,dic-21,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,dic-21,34,Femenino,Ciudad Autónoma de Buenos Aires,2
Farmacia y productos para la salud,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,dic-21,76,Femenino,Córdoba,14
Servicios turísticos,Cumplimiento parcial o defectuoso de la prestación del servicio,Turista,dic-21,34,Femenino,Santa Fe,82
Equipos de telefonía,Problemas de fraude o estafa,NNyA,dic-21,17,Masculino,Tucumán,90
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,76,Masculino,Buenos Aires,6
Servicios turísticos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,dic-21,45,Masculino,Jujuy,38
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,79,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,dic-21,46,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,dic-21,69,Masculino,Chubut,26
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,73,Femenino,Tucumán,90
Servicios de construcción para el hogar y comercialización de inmuebles,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,76,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,73,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,68,Masculino,Salta,66
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,dic-21,33,Femenino,Buenos Aires,6
Informática,Servicio de reparación no satisfactorio (fuera de período de garantía),Socio-económica,dic-21,75,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,dic-21,25,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,63,Femenino,Buenos Aires,6
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,dic-21,77,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,dic-21,57,Femenino,Buenos Aires,6
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,dic-21,54,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,dic-21,35,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de construcción para el hogar y comercialización de inmuebles,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,dic-21,47,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,67,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,73,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios y eventos de esparcimiento culturales y/o deportivos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,dic-21,38,Masculino,Buenos Aires,6
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,dic-21,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,dic-21,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,87,Femenino,Santiago del Estero,86
Electrodomésticos y artefactos para el hogar,Entrega Defectuosa,Adulto/a mayor,dic-21,64,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,58,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,50,Femenino,Buenos Aires,6
Servicios turísticos,Incumplimiento total de la prestación del servicio contratado,NNyA,dic-21,58,Femenino,Buenos Aires,6
Servicios de comunicaciones,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,dic-21,66,Masculino,Ciudad Autónoma de Buenos Aires,2
Inmuebles Inmuebles por accesión,Problemas de fraude o estafa,Adulto/a mayor,dic-21,64,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de construcción para el hogar y comercialización de inmuebles,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,68,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,dic-21,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,dic-21,75,Femenino,Buenos Aires,6
Servicios turísticos,Falta de procesamiento de baja del servicio,Socio-económica,dic-21,18,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,dic-21,39,Masculino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,dic-21,74,Femenino,San Luis,74
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,dic-21,71,Masculino,Santa Cruz,78
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,dic-21,46,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,ene-22,53,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Precios,Adulto/a mayor,ene-22,74,Masculino,Tucumán,90
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,82,Masculino,Buenos Aires,6
Servicios de transporte terrestre de pasajeros y cargas,Prácticas Abusivas,Discapacidad,ene-22,22,Femenino,Córdoba,14
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,ene-22,58,Masculino,Corrientes,18
Servicios financieros y seguros,Precios,Adulto/a mayor,ene-22,64,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,ene-22,78,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,ene-22,66,Masculino,Ciudad Autónoma de Buenos Aires,2
Muebles,Problemas con la devolución del bien o el reembolso de sumas,Adulto/a mayor,ene-22,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Alimentos y bebidas,Problemas con la devolución del bien o el reembolso de sumas,Adulto/a mayor,ene-22,72,Masculino,Córdoba,14
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,ene-22,100,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,54,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,78,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,ene-22,78,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de Información relevante. Art 4 de la Ley 24.240,Adulto/a mayor,ene-22,90,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,34,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,56,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,ene-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,ene-22,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,29,Femenino,Buenos Aires,6
Servicios turísticos,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,ene-22,74,Masculino,Chubut,26
Electrodomésticos y artefactos para el hogar,Servicio de reparación no satisfactorio (fuera de período de garantía),Adulto/a mayor,ene-22,58,Femenino,Ciudad Autónoma de Buenos Aires,2
Muebles,Falta de Entrega del bien,NNyA,ene-22,18,Femenino,Ciudad Autónoma de Buenos Aires,2
Muebles,Problemas de fraude o estafa,NNyA,ene-22,17,Masculino,Buenos Aires,6
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,ene-22,76,Femenino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,ene-22,63,Femenino,Río Negro,62
Servicios de Salud,Precios,Adulto/a mayor,ene-22,64,Femenino,Ciudad Autónoma de Buenos Aires,2
Informática,Entrega Defectuosa,Adulto/a mayor,ene-22,74,Femenino,Córdoba,14
Servicios turísticos,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,ene-22,85,Masculino,Buenos Aires,6
Electrodomésticos y artefactos para el hogar,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,ene-22,76,Femenino,Córdoba,14
Inmuebles Inmuebles por accesión,Entrega Defectuosa,Barrios populares,ene-22,45,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,ene-22,37,Femenino,Buenos Aires,6
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Adulto/a mayor,ene-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Adulto/a mayor,ene-22,82,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,ene-22,81,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,71,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,69,Femenino,Córdoba,14
Servicio de administración de Consorcios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,75,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,83,Masculino,Río Negro,62
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,53,Femenino,Buenos Aires,6
Rodados automotores y embarcaciones,Falta de Entrega del bien,Adulto/a mayor,ene-22,62,Femenino,La Rioja,46
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,ene-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,57,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,23,Femenino,Río Negro,62
Servicios de comunicaciones,Falta de procesamiento de baja del servicio,Adulto/a mayor,ene-22,71,Femenino,Chubut,26
Electrodomésticos y artefactos para el hogar,Entrega Defectuosa,Socio-económica,ene-22,64,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,ene-22,81,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,ene-22,36,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Clausulas Abusivas - Art. 37 Ley 24.240,Adulto/a mayor,ene-22,72,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,ene-22,89,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,78,Femenino,Río Negro,62
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,54,Masculino,Santa Fe,82
Servicios de transporte aéreo,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,63,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Discapacidad,ene-22,45,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,ene-22,74,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,87,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,45,Femenino,Buenos Aires,6
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,ene-22,32,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,20,Masculino,Río Negro,62
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,44,Femenino,Río Negro,62
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-22,64,Femenino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,ene-22,72,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Salud,ene-22,50,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-22,23,Femenino,Buenos Aires,6
Servicios de transporte fluvial o maritimo de pasajeros y cargas,Incumplimiento total de la prestación del servicio contratado,Discapacidad,ene-22,59,Femenino,Misiones,54
